Date,Time,Flow Rate,Flow Rate,accuracy
11/05/2020,12:24:43,116.867256,116.867256,0.10%
11/05/2020,12:24:44,116.867256,116.867256,0.10%
11/05/2020,12:24:45,116.936821,116.936821,0.10%
11/05/2020,12:24:46,116.867256,116.867256,0.10%
11/05/2020,12:24:47,116.867256,116.867256,0.10%
11/05/2020,12:24:48,116.867256,116.867256,0.10%
11/05/2020,12:24:49,116.797684,116.797684,0.10%
11/05/2020,12:24:50,116.797684,116.797684,0.10%
11/05/2020,12:24:51,116.797684,116.797684,0.10%
11/05/2020,12:24:52,116.867256,116.867256,0.10%
11/05/2020,12:24:53,116.867256,116.867256,0.10%
11/05/2020,12:24:54,116.797684,116.797684,0.10%
11/05/2020,12:24:55,116.867256,116.867256,0.10%
11/05/2020,12:24:56,116.797684,116.797684,0.10%
11/05/2020,12:24:57,116.867256,116.867256,0.10%
11/05/2020,12:24:58,116.867256,116.867256,0.10%
11/05/2020,12:24:59,116.867256,116.867256,0.10%
11/05/2020,12:25:00,116.797684,116.797684,0.10%
11/05/2020,12:25:01,116.797684,116.797684,0.10%
11/05/2020,12:25:02,116.797684,116.797684,0.10%
11/05/2020,12:25:03,116.867256,116.867256,0.10%
11/05/2020,12:25:04,116.797684,116.797684,0.10%
11/05/2020,12:25:05,116.797684,116.797684,0.10%
11/05/2020,12:25:06,116.867256,116.867256,0.10%
11/05/2020,12:25:07,116.867256,116.867256,0.10%
11/05/2020,12:25:08,116.867256,116.867256,0.10%
11/05/2020,12:25:09,116.797684,116.797684,0.10%
11/05/2020,12:25:10,116.797684,116.797684,0.10%
11/05/2020,12:25:11,116.797684,116.797684,0.10%
11/05/2020,12:25:12,116.797684,116.797684,0.10%
11/05/2020,12:25:13,116.797684,116.797684,0.10%
11/05/2020,12:25:14,116.867256,116.867256,0.10%
11/05/2020,12:25:15,116.797684,116.797684,0.10%
11/05/2020,12:25:16,116.867256,116.867256,0.10%
11/05/2020,12:25:17,116.867256,116.867256,0.10%
11/05/2020,12:25:18,116.728111,116.728111,0.10%
11/05/2020,12:25:19,116.797684,116.797684,0.10%
11/05/2020,12:25:20,116.797684,116.797684,0.10%
11/05/2020,12:25:21,116.797684,116.797684,0.10%
11/05/2020,12:25:22,116.797684,116.797684,0.10%
11/05/2020,12:25:23,116.867256,116.867256,0.10%
11/05/2020,12:25:24,116.797684,116.797684,0.10%
11/05/2020,12:25:25,116.867256,116.867256,0.10%
11/05/2020,12:25:26,116.797684,116.797684,0.10%
11/05/2020,12:25:27,116.797684,116.797684,0.10%
11/05/2020,12:25:28,116.797684,116.797684,0.10%
11/05/2020,12:25:29,116.797684,116.797684,0.10%
11/05/2020,12:25:30,116.867256,116.867256,0.10%
11/05/2020,12:25:31,116.797684,116.797684,0.10%
11/05/2020,12:25:32,116.867256,116.867256,0.10%
11/05/2020,12:25:33,116.867256,116.867256,0.10%
11/05/2020,12:25:34,116.867256,116.867256,0.10%
11/05/2020,12:25:35,116.867256,116.867256,0.10%
11/05/2020,12:25:36,116.867256,116.867256,0.10%
11/05/2020,12:25:37,116.867256,116.867256,0.10%
11/05/2020,12:25:38,116.797684,116.797684,0.10%
11/05/2020,12:25:39,116.797684,116.797684,0.10%
11/05/2020,12:25:40,116.867256,116.867256,0.10%
11/05/2020,12:25:41,116.867256,116.867256,0.10%
11/05/2020,12:25:42,116.867256,116.867256,0.10%
11/05/2020,12:25:43,116.867256,116.867256,0.10%
11/05/2020,12:25:44,116.867256,116.867256,0.10%
11/05/2020,12:25:45,116.797684,116.797684,0.10%
11/05/2020,12:25:46,116.867256,116.867256,0.10%
11/05/2020,12:25:47,116.867256,116.867256,0.10%
11/05/2020,12:25:48,116.867256,116.867256,0.10%
11/05/2020,12:25:49,116.867256,116.867256,0.10%
11/05/2020,12:25:50,116.936821,116.936821,0.10%
11/05/2020,12:25:51,116.867256,116.867256,0.10%
11/05/2020,12:25:52,116.867256,116.867256,0.10%
11/05/2020,12:25:53,116.867256,116.867256,0.10%
11/05/2020,12:25:54,116.867256,116.867256,0.10%
11/05/2020,12:25:55,116.936821,116.936821,0.10%
11/05/2020,12:25:56,116.867256,116.867256,0.10%
11/05/2020,12:25:57,116.867256,116.867256,0.10%
11/05/2020,12:25:58,116.867256,116.867256,0.10%
11/05/2020,12:25:59,116.867256,116.867256,0.10%
11/05/2020,12:26:00,116.867256,116.867256,0.10%
11/05/2020,12:26:01,116.867256,116.867256,0.10%
11/05/2020,12:26:02,116.867256,116.867256,0.10%
11/05/2020,12:26:03,116.867256,116.867256,0.10%
11/05/2020,12:26:04,116.867256,116.867256,0.10%
11/05/2020,12:26:05,116.867256,116.867256,0.10%
11/05/2020,12:26:06,116.936821,116.936821,0.10%
11/05/2020,12:26:07,116.867256,116.867256,0.10%
11/05/2020,12:26:08,116.867256,116.867256,0.10%
11/05/2020,12:26:09,116.867256,116.867256,0.10%
11/05/2020,12:26:10,116.867256,116.867256,0.10%
11/05/2020,12:26:11,116.867256,116.867256,0.10%
11/05/2020,12:26:12,116.867256,116.867256,0.10%
11/05/2020,12:26:13,116.797684,116.797684,0.10%
11/05/2020,12:26:14,116.867256,116.867256,0.10%
11/05/2020,12:26:15,116.867256,116.867256,0.10%
11/05/2020,12:26:16,116.867256,116.867256,0.10%
11/05/2020,12:26:17,116.797684,116.797684,0.10%
11/05/2020,12:26:18,116.797684,116.797684,0.10%
11/05/2020,12:26:19,116.867256,116.867256,0.10%
11/05/2020,12:26:20,116.867256,116.867256,0.10%
11/05/2020,12:26:21,116.863853,116.863853,0.10%
11/05/2020,12:26:22,116.867256,116.867256,0.10%
11/05/2020,12:26:23,116.867256,116.867256,0.10%
11/05/2020,12:26:24,116.863853,116.863853,0.10%
11/05/2020,12:26:25,116.867256,116.867256,0.10%
11/05/2020,12:26:26,116.867256,116.867256,0.10%
11/05/2020,12:26:27,116.867256,116.867256,0.10%
11/05/2020,12:26:28,116.863853,116.863853,0.10%
11/05/2020,12:26:29,116.867256,116.867256,0.10%
11/05/2020,12:26:30,116.867256,116.867256,0.10%
11/05/2020,12:26:31,116.863853,116.863853,0.10%
11/05/2020,12:26:32,116.867256,116.867256,0.10%
11/05/2020,12:26:33,116.867256,116.867256,0.10%
11/05/2020,12:26:34,116.863853,116.863853,0.10%
11/05/2020,12:26:35,116.867256,116.867256,0.10%
11/05/2020,12:26:36,116.863853,116.863853,0.10%
11/05/2020,12:26:37,116.863853,116.863853,0.10%
11/05/2020,12:26:38,116.863853,116.863853,0.10%
11/05/2020,12:26:39,116.863853,116.863853,0.10%
11/05/2020,12:26:40,116.863853,116.863853,0.10%
11/05/2020,12:26:41,116.863853,116.863853,0.10%
11/05/2020,12:26:42,116.863853,116.863853,0.10%
11/05/2020,12:26:43,116.867256,116.867256,0.10%
11/05/2020,12:26:44,116.867256,116.867256,0.10%
11/05/2020,12:26:45,116.867256,116.867256,0.10%
11/05/2020,12:26:46,116.863853,116.863853,0.10%
11/05/2020,12:26:47,116.867256,116.867256,0.10%
11/05/2020,12:26:48,116.863853,116.863853,0.10%
11/05/2020,12:26:49,116.863853,116.863853,0.10%
11/05/2020,12:26:50,116.867256,116.867256,0.10%
11/05/2020,12:26:51,116.863853,116.863853,0.10%
11/05/2020,12:26:52,116.863853,116.863853,0.10%
11/05/2020,12:26:53,116.863853,116.863853,0.10%
11/05/2020,12:26:54,116.863853,116.863853,0.10%
11/05/2020,12:26:55,116.867256,116.867256,0.10%
11/05/2020,12:26:56,116.867256,116.867256,0.10%
11/05/2020,12:26:57,116.933418,116.933418,0.10%
11/05/2020,12:26:58,116.863853,116.863853,0.10%
11/05/2020,12:26:59,116.933418,116.933418,0.10%
11/05/2020,12:27:00,116.863853,116.863853,0.10%
11/05/2020,12:27:01,116.863853,116.863853,0.10%
11/05/2020,12:27:02,116.867256,116.867256,0.10%
11/05/2020,12:27:03,116.933418,116.933418,0.10%
11/05/2020,12:27:04,116.863853,116.863853,0.10%
11/05/2020,12:27:05,116.867256,116.867256,0.10%
11/05/2020,12:27:06,116.933418,116.933418,0.10%
11/05/2020,12:27:07,116.863853,116.863853,0.10%
11/05/2020,12:27:08,116.863853,116.863853,0.10%
11/05/2020,12:27:09,116.936821,116.936821,0.10%
11/05/2020,12:27:10,116.867256,116.867256,0.10%
11/05/2020,12:27:11,116.863853,116.863853,0.10%
11/05/2020,12:27:12,116.863853,116.863853,0.10%
11/05/2020,12:27:13,116.863853,116.863853,0.10%
11/05/2020,12:27:14,116.933418,116.933418,0.10%
11/05/2020,12:27:15,116.863853,116.863853,0.10%
11/05/2020,12:27:16,116.863853,116.863853,0.10%
11/05/2020,12:27:17,116.863853,116.863853,0.10%
11/05/2020,12:27:18,116.863853,116.863853,0.10%
11/05/2020,12:27:19,116.933418,116.933418,0.10%
11/05/2020,12:27:20,116.863853,116.863853,0.10%
11/05/2020,12:27:21,116.933418,116.933418,0.10%
11/05/2020,12:27:22,116.863853,116.863853,0.10%
11/05/2020,12:27:23,116.863853,116.863853,0.10%
11/05/2020,12:27:24,116.933418,116.933418,0.10%
11/05/2020,12:27:25,116.863853,116.863853,0.10%
11/05/2020,12:27:26,116.933418,116.933418,0.10%
11/05/2020,12:27:27,116.933418,116.933418,0.10%
11/05/2020,12:27:28,116.933418,116.933418,0.10%
11/05/2020,12:27:29,116.863853,116.863853,0.10%
11/05/2020,12:27:30,116.933418,116.933418,0.10%
11/05/2020,12:27:31,116.933418,116.933418,0.10%
11/05/2020,12:27:32,116.863853,116.863853,0.10%
11/05/2020,12:27:33,116.933418,116.933418,0.10%
11/05/2020,12:27:34,116.863853,116.863853,0.10%
11/05/2020,12:27:35,116.863853,116.863853,0.10%
11/05/2020,12:27:36,116.863853,116.863853,0.10%
11/05/2020,12:27:37,116.933418,116.933418,0.10%
11/05/2020,12:27:38,116.933418,116.933418,0.10%
11/05/2020,12:27:39,116.933418,116.933418,0.10%
11/05/2020,12:27:40,116.933418,116.933418,0.10%
11/05/2020,12:27:41,116.933418,116.933418,0.10%
11/05/2020,12:27:42,116.933418,116.933418,0.10%
11/05/2020,12:27:43,116.933418,116.933418,0.10%
11/05/2020,12:27:44,116.933418,116.933418,0.10%
11/05/2020,12:27:45,116.933418,116.933418,0.10%
11/05/2020,12:27:46,116.933418,116.933418,0.10%
11/05/2020,12:27:47,116.933418,116.933418,0.10%
11/05/2020,12:27:48,116.933418,116.933418,0.10%
11/05/2020,12:27:49,116.933418,116.933418,0.10%
11/05/2020,12:27:50,116.933418,116.933418,0.10%
11/05/2020,12:27:51,116.933418,116.933418,0.10%
11/05/2020,12:27:52,116.933418,116.933418,0.10%
11/05/2020,12:27:53,116.933418,116.933418,0.10%
11/05/2020,12:27:54,116.933418,116.933418,0.10%
11/05/2020,12:27:55,116.933418,116.933418,0.10%
11/05/2020,12:27:56,117.002991,117.002991,0.10%
11/05/2020,12:27:57,117.002991,117.002991,0.10%
11/05/2020,12:27:58,116.933418,116.933418,0.10%
11/05/2020,12:27:59,116.933418,116.933418,0.10%
11/05/2020,12:28:00,116.933418,116.933418,0.10%
11/05/2020,12:28:01,116.933418,116.933418,0.10%
11/05/2020,12:28:02,116.933418,116.933418,0.10%
11/05/2020,12:28:03,116.933418,116.933418,0.10%
11/05/2020,12:28:04,116.933418,116.933418,0.10%
11/05/2020,12:28:05,117.002991,117.002991,0.10%
11/05/2020,12:28:06,116.933418,116.933418,0.10%
11/05/2020,12:28:07,116.933418,116.933418,0.10%
11/05/2020,12:28:08,116.933418,116.933418,0.10%
11/05/2020,12:28:09,116.933418,116.933418,0.10%
11/05/2020,12:28:10,116.933418,116.933418,0.10%
11/05/2020,12:28:11,117.002991,117.002991,0.10%
11/05/2020,12:28:12,117.002991,117.002991,0.10%
11/05/2020,12:28:13,117.002991,117.002991,0.10%
11/05/2020,12:28:14,117.002991,117.002991,0.10%
11/05/2020,12:28:15,117.002991,117.002991,0.10%
11/05/2020,12:28:16,117.002991,117.002991,0.10%
11/05/2020,12:28:17,117.002991,117.002991,0.10%
11/05/2020,12:28:18,117.002991,117.002991,0.10%
11/05/2020,12:28:19,117.002991,117.002991,0.10%
11/05/2020,12:28:20,117.002991,117.002991,0.10%
11/05/2020,12:28:21,117.002991,117.002991,0.10%
11/05/2020,12:28:22,117.002991,117.002991,0.10%
11/05/2020,12:28:23,117.002991,117.002991,0.10%
11/05/2020,12:28:24,117.002991,117.002991,0.10%
11/05/2020,12:28:25,117.002991,117.002991,0.10%
11/05/2020,12:28:26,117.002991,117.002991,0.10%
11/05/2020,12:28:27,117.002991,117.002991,0.10%
11/05/2020,12:28:28,117.002991,117.002991,0.10%
11/05/2020,12:28:29,117.002991,117.002991,0.10%
11/05/2020,12:28:30,117.002991,117.002991,0.10%
11/05/2020,12:28:31,117.072563,117.072563,0.10%
11/05/2020,12:28:32,117.072563,117.072563,0.10%
11/05/2020,12:28:33,117.002991,117.002991,0.10%
11/05/2020,12:28:34,117.072563,117.072563,0.10%
11/05/2020,12:28:35,117.072563,117.072563,0.10%
11/05/2020,12:28:36,117.072563,117.072563,0.10%
11/05/2020,12:28:37,117.002991,117.002991,0.10%
11/05/2020,12:28:38,117.072563,117.072563,0.10%
11/05/2020,12:28:39,117.072563,117.072563,0.10%
11/05/2020,12:28:40,117.002991,117.002991,0.10%
11/05/2020,12:28:41,117.072563,117.072563,0.10%
11/05/2020,12:28:42,117.072563,117.072563,0.10%
11/05/2020,12:28:43,117.072563,117.072563,0.10%
11/05/2020,12:28:44,117.072563,117.072563,0.10%
11/05/2020,12:28:45,116.655136,116.655136,0.10%
11/05/2020,12:28:46,117.072563,117.072563,0.10%
11/05/2020,12:28:47,117.002991,117.002991,0.10%
11/05/2020,12:28:48,117.002991,117.002991,0.10%
11/05/2020,12:28:49,117.002991,117.002991,0.10%
11/05/2020,12:28:50,117.072563,117.072563,0.10%
11/05/2020,12:28:51,117.072563,117.072563,0.10%
11/05/2020,12:28:52,117.072563,117.072563,0.10%
11/05/2020,12:28:53,117.072563,117.072563,0.10%
11/05/2020,12:28:54,117.072563,117.072563,0.10%
11/05/2020,12:28:55,117.072563,117.072563,0.10%
11/05/2020,12:28:56,117.072563,117.072563,0.10%
11/05/2020,12:28:57,117.072563,117.072563,0.10%
11/05/2020,12:28:58,117.142136,117.142136,0.10%
11/05/2020,12:28:59,117.142136,117.142136,0.10%
11/05/2020,12:29:00,117.142136,117.142136,0.10%
11/05/2020,12:29:01,117.072563,117.072563,0.10%
11/05/2020,12:29:02,117.072563,117.072563,0.10%
11/05/2020,12:29:03,117.142136,117.142136,0.10%
11/05/2020,12:29:04,117.142136,117.142136,0.10%
11/05/2020,12:29:05,117.142136,117.142136,0.10%
11/05/2020,12:29:06,117.211708,117.211708,0.10%
11/05/2020,12:29:07,117.072563,117.072563,0.10%
11/05/2020,12:29:08,117.142136,117.142136,0.10%
11/05/2020,12:29:09,117.142136,117.142136,0.10%
11/05/2020,12:29:10,117.142136,117.142136,0.10%
11/05/2020,12:29:11,117.142136,117.142136,0.10%
11/05/2020,12:29:12,117.211708,117.211708,0.10%
11/05/2020,12:29:13,117.211708,117.211708,0.10%
11/05/2020,12:29:14,117.142136,117.142136,0.10%
11/05/2020,12:29:15,117.211708,117.211708,0.10%
11/05/2020,12:29:16,117.142136,117.142136,0.10%
11/05/2020,12:29:17,117.211708,117.211708,0.10%
11/05/2020,12:29:18,117.142136,117.142136,0.10%
11/05/2020,12:29:19,117.072563,117.072563,0.10%
11/05/2020,12:29:20,117.142136,117.142136,0.10%
11/05/2020,12:29:21,117.142136,117.142136,0.10%
11/05/2020,12:29:22,117.211708,117.211708,0.10%
11/05/2020,12:29:23,117.142136,117.142136,0.10%
11/05/2020,12:29:24,117.211708,117.211708,0.10%
11/05/2020,12:29:25,117.142136,117.142136,0.10%
11/05/2020,12:29:26,117.211708,117.211708,0.10%
11/05/2020,12:29:27,117.211708,117.211708,0.10%
11/05/2020,12:29:28,117.211708,117.211708,0.10%
11/05/2020,12:29:29,117.142136,117.142136,0.10%
11/05/2020,12:29:30,117.211708,117.211708,0.10%
11/05/2020,12:29:31,117.211708,117.211708,0.10%
11/05/2020,12:29:32,117.211708,117.211708,0.10%
11/05/2020,12:29:33,117.211708,117.211708,0.10%
11/05/2020,12:29:34,117.142136,117.142136,0.10%
11/05/2020,12:29:35,117.211708,117.211708,0.10%
11/05/2020,12:29:36,117.211708,117.211708,0.10%
11/05/2020,12:29:37,117.211708,117.211708,0.10%
11/05/2020,12:29:38,117.211708,117.211708,0.10%
11/05/2020,12:29:39,117.211708,117.211708,0.10%
11/05/2020,12:29:40,117.211708,117.211708,0.10%
11/05/2020,12:29:41,117.211708,117.211708,0.10%
11/05/2020,12:29:42,117.211708,117.211708,0.10%
11/05/2020,12:29:43,117.211708,117.211708,0.10%
11/05/2020,12:29:44,117.211708,117.211708,0.10%
11/05/2020,12:29:45,117.211708,117.211708,0.10%
11/05/2020,12:29:46,117.211708,117.211708,0.10%
11/05/2020,12:29:47,117.211708,117.211708,0.10%
11/05/2020,12:29:48,117.211708,117.211708,0.10%
11/05/2020,12:29:49,117.211708,117.211708,0.10%
11/05/2020,12:29:50,117.211708,117.211708,0.10%
11/05/2020,12:29:51,117.211708,117.211708,0.10%
11/05/2020,12:29:52,117.211708,117.211708,0.10%
11/05/2020,12:29:53,117.20826,117.20826,0.10%
11/05/2020,12:29:54,117.211708,117.211708,0.10%
11/05/2020,12:29:55,117.20826,117.20826,0.10%
11/05/2020,12:29:56,117.20826,117.20826,0.10%
11/05/2020,12:29:57,117.211708,117.211708,0.10%
11/05/2020,12:29:58,117.281281,117.281281,0.10%
11/05/2020,12:29:59,117.211708,117.211708,0.10%
11/05/2020,12:30:00,117.211708,117.211708,0.10%
11/05/2020,12:30:01,117.211708,117.211708,0.10%
11/05/2020,12:30:02,117.211708,117.211708,0.10%
11/05/2020,12:30:03,117.211708,117.211708,0.10%
11/05/2020,12:30:04,117.20826,117.20826,0.10%
11/05/2020,12:30:05,117.20826,117.20826,0.10%
11/05/2020,12:30:06,117.20826,117.20826,0.10%
11/05/2020,12:30:07,117.20826,117.20826,0.10%
11/05/2020,12:30:08,117.20826,117.20826,0.10%
11/05/2020,12:30:09,117.211708,117.211708,0.10%
11/05/2020,12:30:10,117.20826,117.20826,0.10%
11/05/2020,12:30:11,117.20826,117.20826,0.10%
11/05/2020,12:30:12,117.20826,117.20826,0.10%
11/05/2020,12:30:13,117.211708,117.211708,0.10%
11/05/2020,12:30:14,117.20826,117.20826,0.10%
11/05/2020,12:30:15,117.20826,117.20826,0.10%
11/05/2020,12:30:16,117.20826,117.20826,0.10%
11/05/2020,12:30:17,117.20826,117.20826,0.10%
11/05/2020,12:30:18,117.211708,117.211708,0.10%
11/05/2020,12:30:19,116.790833,116.790833,0.10%
11/05/2020,12:30:20,117.20826,117.20826,0.10%
11/05/2020,12:30:21,117.20826,117.20826,0.10%
11/05/2020,12:30:22,117.20826,117.20826,0.10%
11/05/2020,12:30:23,117.20826,117.20826,0.10%
11/05/2020,12:30:24,117.277832,117.277832,0.10%
11/05/2020,12:30:25,117.20826,117.20826,0.10%
11/05/2020,12:30:26,117.20826,117.20826,0.10%
11/05/2020,12:30:27,117.20826,117.20826,0.10%
11/05/2020,12:30:28,117.20826,117.20826,0.10%
11/05/2020,12:30:29,117.20826,117.20826,0.10%
11/05/2020,12:30:30,117.20826,117.20826,0.10%
11/05/2020,12:30:31,117.20826,117.20826,0.10%
11/05/2020,12:30:32,117.20826,117.20826,0.10%
11/05/2020,12:30:33,117.277832,117.277832,0.10%
11/05/2020,12:30:34,117.20826,117.20826,0.10%
11/05/2020,12:30:35,117.20826,117.20826,0.10%
11/05/2020,12:30:36,117.20826,117.20826,0.10%
11/05/2020,12:30:37,117.277832,117.277832,0.10%
11/05/2020,12:30:38,117.20826,117.20826,0.10%
11/05/2020,12:30:39,117.20826,117.20826,0.10%
11/05/2020,12:30:40,117.20826,117.20826,0.10%
11/05/2020,12:30:41,117.277832,117.277832,0.10%
11/05/2020,12:30:42,117.20826,117.20826,0.10%
11/05/2020,12:30:43,117.277832,117.277832,0.10%
11/05/2020,12:30:44,117.277832,117.277832,0.10%
11/05/2020,12:30:45,117.277832,117.277832,0.10%
11/05/2020,12:30:46,117.20826,117.20826,0.10%
11/05/2020,12:30:47,117.20826,117.20826,0.10%
11/05/2020,12:30:48,117.20826,117.20826,0.10%
11/05/2020,12:30:49,117.20826,117.20826,0.10%
11/05/2020,12:30:50,117.20826,117.20826,0.10%
11/05/2020,12:30:51,117.20826,117.20826,0.10%
11/05/2020,12:30:52,117.20826,117.20826,0.10%
11/05/2020,12:30:53,117.20826,117.20826,0.10%
11/05/2020,12:30:54,117.20826,117.20826,0.10%
11/05/2020,12:30:55,117.20826,117.20826,0.10%
11/05/2020,12:30:56,117.20826,117.20826,0.10%
11/05/2020,12:30:57,117.277832,117.277832,0.10%
11/05/2020,12:30:58,117.20826,117.20826,0.10%
11/05/2020,12:30:59,117.20826,117.20826,0.10%
11/05/2020,12:31:00,117.20826,117.20826,0.10%
11/05/2020,12:31:01,117.20826,117.20826,0.10%
11/05/2020,12:31:02,117.20826,117.20826,0.10%
11/05/2020,12:31:03,117.20826,117.20826,0.10%
11/05/2020,12:31:04,117.20826,117.20826,0.10%
11/05/2020,12:31:05,117.20826,117.20826,0.10%
11/05/2020,12:31:06,117.277832,117.277832,0.10%
11/05/2020,12:31:07,117.20826,117.20826,0.10%
11/05/2020,12:31:08,117.20826,117.20826,0.10%
11/05/2020,12:31:09,117.20826,117.20826,0.10%
11/05/2020,12:31:10,117.20826,117.20826,0.10%
11/05/2020,12:31:11,117.20826,117.20826,0.10%
11/05/2020,12:31:12,117.138687,117.138687,0.10%
11/05/2020,12:31:13,117.20826,117.20826,0.10%
11/05/2020,12:31:14,117.20826,117.20826,0.10%
11/05/2020,12:31:15,117.138687,117.138687,0.10%
11/05/2020,12:31:16,117.20826,117.20826,0.10%
11/05/2020,12:31:17,117.20826,117.20826,0.10%
11/05/2020,12:31:18,117.20826,117.20826,0.10%
11/05/2020,12:31:19,117.20826,117.20826,0.10%
11/05/2020,12:31:20,117.20826,117.20826,0.10%
11/05/2020,12:31:21,117.20826,117.20826,0.10%
11/05/2020,12:31:22,117.138687,117.138687,0.10%
11/05/2020,12:31:23,117.138687,117.138687,0.10%
11/05/2020,12:31:24,117.138687,117.138687,0.10%
11/05/2020,12:31:25,117.138687,117.138687,0.10%
11/05/2020,12:31:26,117.138687,117.138687,0.10%
11/05/2020,12:31:27,117.138687,117.138687,0.10%
11/05/2020,12:31:28,117.138687,117.138687,0.10%
11/05/2020,12:31:29,117.138687,117.138687,0.10%
11/05/2020,12:31:30,117.069115,117.069115,0.10%
11/05/2020,12:31:31,117.138687,117.138687,0.10%
11/05/2020,12:31:32,117.138687,117.138687,0.10%
11/05/2020,12:31:33,117.138687,117.138687,0.10%
11/05/2020,12:31:34,117.138687,117.138687,0.10%
11/05/2020,12:31:35,117.138687,117.138687,0.10%
11/05/2020,12:31:36,117.138687,117.138687,0.10%
11/05/2020,12:31:37,117.138687,117.138687,0.10%
11/05/2020,12:31:38,117.069115,117.069115,0.10%
11/05/2020,12:31:39,117.138687,117.138687,0.10%
11/05/2020,12:31:40,117.138687,117.138687,0.10%
11/05/2020,12:31:41,117.069115,117.069115,0.10%
11/05/2020,12:31:42,117.138687,117.138687,0.10%
11/05/2020,12:31:43,117.138687,117.138687,0.10%
11/05/2020,12:31:44,117.138687,117.138687,0.10%
11/05/2020,12:31:45,117.138687,117.138687,0.10%
11/05/2020,12:31:46,117.138687,117.138687,0.10%
11/05/2020,12:31:47,117.138687,117.138687,0.10%
11/05/2020,12:31:48,117.138687,117.138687,0.10%
11/05/2020,12:31:49,117.138687,117.138687,0.10%
11/05/2020,12:31:50,117.138687,117.138687,0.10%
11/05/2020,12:31:51,117.138687,117.138687,0.10%
11/05/2020,12:31:52,117.138687,117.138687,0.10%
11/05/2020,12:31:53,117.138687,117.138687,0.10%
